workerId,negllhTest
17,1155.9642473846366
99,535.1732937721006
40,689.0787830749276
28,614.4400040504172
97,603.5355354303813
80,691.5319289063858
26,867.3489678217329
48,679.0660850754707
37,675.0745007408619
61,815.6087409720624
13,999.3164503019623
42,1051.4329997389952
85,761.5550594553005
27,779.1071575061058
81,675.8672076523214
25,955.6903668357327
75,609.1747543088027
31,418.01442355265056
66,767.6604523777621
24,548.2175801325567
98,1052.5766652182522
79,675.9594312580127
32,670.3890679685417
77,385.64161431132334
15,833.3544246762185
36,410.1712301467893
90,695.4406100605606
3,983.3793404771667
57,1098.8452323220306
87,559.4191195862345
54,769.496713641433
2,1291.986638447623
96,602.5601086572989
67,994.1395579269988
105,993.8938959273813
29,1364.580230908109
59,1093.153476117853
20,865.7231886952787
39,1230.5994142029315
103,448.1430788380195
7,805.400477265295
12,728.7717970814108
82,768.4078447507712
16,930.9680199447138
62,1385.1450051502316
35,758.9481022736817
69,792.5527980299399
30,700.4024052792598
53,1331.041281833046
19,1236.0345182900935
6,588.7568198522082
102,1416.6306890733035
9,919.3183806102252
21,1117.2894893083471
78,1273.8990231899938
8,691.971975805337
60,877.9095485234993
106,862.0363168249193
74,758.6757481430989
72,722.2656354263793
45,913.0880763832747
1,513.2523355377687
88,1335.7729307820255
56,722.280995558192
38,1411.4662005545072
10,881.5750748394129
58,878.8708506804509
41,614.1113765719894
73,873.773523382444
23,1187.4686215226195
64,521.9077959784302
49,782.3591331301545
95,585.9724579123522
55,948.029788499077
14,817.2607687964241
76,700.0462722926428
70,1065.565313879924
5,1203.2121657507453
65,532.6484120285552
92,1010.8035466989128
100,1107.4626019681737
34,599.0707715635208
63,779.9400907518656
93,736.396506036406
68,779.4878892515599
91,831.3639922921179
83,1262.9485649785115
46,967.6200908807353
101,780.9664653138698
47,463.4453696567678
71,852.4894078442294
4,838.6310542590808
11,687.6049029429587
94,986.2712630435184
43,439.7593921040786
52,468.7589386202703
104,747.730493415188
18,699.8623422258335
84,661.9560347042352
33,685.8216478850334
44,713.1220056965018
22,836.2615773248874
