workerId,negllhTest
17,1176.2777316433028
99,535.2200613401611
40,700.2608216318567
28,792.784273616963
97,1200.8226967265214
80,771.9299347667747
26,1051.5670208152746
48,679.7311585671117
37,970.5478851755914
61,886.7279667042365
13,999.3244999789639
42,1053.6874610294255
85,1071.1423980665136
27,823.62653562639
81,681.7553443114963
25,991.173518872896
75,860.3815965403951
31,418.030209122155
66,848.9488372242051
24,821.6991830136471
98,1042.404299837575
79,1389.1887440345708
32,832.0937331779216
77,826.6289042959734
15,921.4175573154351
36,410.16784702099164
90,1065.5578554845167
3,983.2141669456436
57,1099.248366760235
87,917.6422739584442
54,761.2339791299712
2,1405.2068940236538
96,678.2706504806283
67,999.1038180780266
105,993.960961534276
29,1362.2681342903272
59,1118.919618432652
20,1005.0291272505208
39,1230.6165252080286
103,448.4583351362288
7,862.8787891459633
12,748.8936301985134
82,769.3583724297853
16,930.443224060334
62,1672.1758946149473
35,802.3427183925485
69,792.563642320924
30,942.9904662551677
53,1446.5008733243603
19,1232.6674870281165
6,591.863674205586
102,1438.289455623502
9,919.2804320246267
21,1163.1134916504266
78,1269.4542555088235
8,1087.3841125929139
60,923.1537645789549
106,861.509419841542
74,758.6777858151354
72,722.1924576334711
45,930.0014121096305
1,565.6968958421371
88,1324.1331786088294
56,1028.2164469345662
38,1407.6757316226165
10,932.6491483663028
58,975.5361550719696
41,613.9785809135777
73,940.5660065039592
23,1187.3754819962571
64,582.3576120477709
49,820.9564174408575
95,1050.864785619098
55,939.8382728008216
14,821.8062675994423
76,827.9792738739018
70,1370.397496936535
5,1211.8399641064384
65,532.3386777119752
92,1081.14148599027
100,1459.1695394325727
34,1202.4056223197408
63,779.9403789644708
93,734.3863832736834
68,790.4607722248281
91,827.8518328485773
83,1338.867163075262
46,990.8277846584433
101,811.5404271892302
47,660.4858233061847
71,950.0933378137372
4,884.3960043534962
11,686.2316264277426
94,1863.5273903315774
43,440.0246368552612
52,468.8144790057576
104,1060.7231932977977
18,779.3752981473282
84,836.6701735710704
33,686.5420213850853
44,740.1954056228743
22,880.0810507204259
