workerId,negllhTest
17,1155.9639011820445
99,523.3941094902706
40,689.0788931517855
28,777.0871812571696
97,1177.5995841248186
80,696.2624869933005
26,1000.6983433860593
48,678.8428460915188
37,926.592224836188
61,815.9381700046448
13,881.6035064411542
42,1098.6758934713519
85,1016.0758556671897
27,781.8926408541647
81,677.7665678254631
25,958.7662748404992
75,826.7471379952751
31,405.7093085471106
66,734.8953973986015
24,768.0568096131989
98,1056.407275765228
79,1352.3958713223394
32,780.0431970986757
77,786.0466239432936
15,844.742226130743
36,411.57020419354484
90,1049.5512580942916
3,855.4947037017209
57,1098.8483322316636
87,902.4881146572097
54,719.725363408387
2,1407.097238348309
96,602.8671690392812
67,995.5057312243704
105,846.7815163061322
29,1382.37359356087
59,1093.383493629156
20,970.2194492349887
39,1130.6344973666426
103,446.2543583362417
7,805.3215802481058
12,728.6560607066717
82,768.4076706157911
16,930.9694589663063
62,1647.9721230736955
35,745.3985802454138
69,773.2425842036276
30,856.9245764766181
53,1427.5954828126248
19,1177.4425278733686
6,573.9104154272429
102,1477.3639723943961
9,871.1449681694803
21,1089.3719967911848
78,1276.0682914927247
8,1068.7047416157673
60,878.2238859168492
106,798.8492350288077
74,787.0805549914514
72,668.4980039631072
45,914.3744272738962
1,515.6658936182864
88,1336.796662377668
56,1005.20902682058
38,1412.6482588665826
10,917.5397057691556
58,880.7763620102855
41,589.5317136335632
73,945.0350483094256
23,1037.8919596464211
64,522.4872709520549
49,826.242992810849
95,1033.9928250388507
55,945.3154910459256
14,832.7571367898621
76,797.1161968069307
70,1342.4184720916671
5,1163.764674099303
65,517.9417955408766
92,1033.369655516844
100,1420.768904400274
34,1195.8786422655894
63,782.986411507673
93,730.7284291292904
68,788.5455243507008
91,831.3650952936692
83,1275.8099696043664
46,962.2841630713704
101,769.24037092155
47,629.3614803268516
71,900.2422205666038
4,882.809552753369
11,662.9236382256232
94,1861.9912658557928
43,416.48347751741113
52,465.84129286983114
104,1021.6553608315179
18,699.9070418638353
84,811.7808755197052
33,658.1324064729147
44,733.6093244040919
22,832.5888473920508
