workerId,negllhTest
17,1262.5865924661446
99,668.9324022364057
40,1225.89350895471
28,896.4550827879109
97,1199.408514279801
80,1390.3098878282226
26,1378.0653896178505
48,924.2583078091826
37,1217.994367355077
61,1397.6828126652435
13,1141.2522124415752
42,1162.870694068682
85,1325.3332212874768
27,1211.2721764852554
81,1303.8164492710268
25,1523.1860450575252
75,1343.5886542877995
31,508.146676145104
66,1510.8167714633773
24,1267.0991689407838
98,1374.2669890902534
79,1239.2287935723718
32,1318.031911788689
77,1026.8460426326308
15,1020.1122027121891
36,498.0603883848523
90,1559.7788866416986
3,1109.4190782704832
57,1405.6367453313776
87,1383.1189604294507
54,926.160553980858
2,1683.928586741891
96,1186.3011143396045
67,1545.12477393795
105,1125.539631195995
29,1564.4535210939307
59,1597.9098870889547
20,1642.359748319738
39,1498.7631924383654
103,533.8858144519876
7,1402.601074553307
12,1098.739788360426
82,998.9684392527575
16,1379.3945511858317
62,1956.5199330986432
35,1108.3393594711742
69,981.2360972316457
30,888.2124769580809
53,1499.3605012762516
19,1410.903806257005
6,682.8885308526496
102,1390.4870859068342
9,1316.7313978161592
21,1539.843055900804
78,1496.0478549197696
8,1468.8659247298078
60,1235.4800058412586
106,1030.8639340114514
74,972.0905742646182
72,824.2860714155617
45,1478.7183052885714
1,1275.4123312220108
88,1520.0380719047243
56,1011.8814175079096
38,1563.8092960580555
10,1670.232053276823
58,1461.6825890426333
41,771.9301642198413
73,1118.3698686100226
23,1396.9458051336387
64,1379.1456092058027
49,988.1148565114605
95,1330.138967891418
55,1253.0722137719952
14,1011.816501290628
76,1220.8581942964668
70,1635.3511355729345
5,1537.9126447565827
65,644.2187486331266
92,1552.8922916845054
100,1532.345288722412
34,1448.3340568571398
63,1026.5282478620654
93,1129.9890383488114
68,1416.8390207184489
91,1105.8773928462301
83,1641.8592306381977
46,1560.6587264373075
101,1142.9460312068345
47,1415.5410928358056
71,1161.8103136788432
4,1119.336996910085
11,1049.2431801265302
94,1844.1330135223395
43,514.4170728752564
52,541.2358345398754
104,1182.251869565163
18,1081.8786443787583
84,938.3007498527388
33,825.6196599312448
44,1368.7605749170198
22,1287.9095234846498
