workerId,negllhTest
17,1155.963650558828
99,532.0298544025367
40,689.0788523359521
28,775.7267852660467
97,1167.672942022746
80,692.9687174870476
26,1002.1391247335102
48,678.5835710094443
37,926.593273840064
61,815.605660632478
13,999.3191190517924
42,1051.4485404660634
85,1014.4715934650784
27,781.8903350592337
81,675.8671938004347
25,954.4163318727243
75,826.7486103611067
31,418.03233247309714
66,767.6576100645043
24,768.0276295815034
98,1052.9208767485277
79,1389.1417052561144
32,780.4929856149151
77,803.6019080605978
15,829.2011561771292
36,410.19206459635024
90,1049.5483668319223
3,983.4601117822588
57,1098.8450646760052
87,901.1520513730198
54,761.2839771903732
2,1404.8611524905127
96,602.8747087474003
67,994.141756186046
105,993.925732195632
29,1364.5807425772157
59,1093.1537964741608
20,970.24648739763
39,1230.5853281458285
103,450.26902742970674
7,805.400957244507
12,728.7398134378118
82,768.409080113015
16,930.9692689434405
62,1647.973187477585
35,758.948762094579
69,792.5424472786241
30,942.6437467722984
53,1437.2050494964635
19,1232.6903237506356
6,588.5005711807056
102,1416.6314499670805
9,919.3432962728536
21,1126.6440171594045
78,1273.8990149909625
8,1068.7047516299717
60,877.9099265293988
106,862.0305879370143
74,758.6759187969576
72,722.2805041071645
45,913.0880677686224
1,513.2527415777988
88,1335.7719925469898
56,1004.1426950971864
38,1410.652275707591
10,909.3070783818193
58,878.871548396459
41,614.0099061224555
73,941.0950639027448
23,1187.3750952919227
64,521.9080722809672
49,822.3684360104587
95,1033.993507419804
55,943.2201348702704
14,817.2610699478038
76,798.3881330113162
70,1342.4188546829914
5,1203.2667224570826
65,532.6480952919206
92,1034.7717726512278
100,1458.2737542263346
34,1195.8802651592855
63,779.940149855766
93,728.8745697266928
68,787.6245500511086
91,831.363964308779
83,1276.4975146875465
46,967.6199038708597
101,768.6821334296553
47,629.3598909891301
71,901.4326463695853
4,882.808849878046
11,685.4547784114842
94,1860.505053737709
43,440.4551477399138
52,468.70062430588086
104,1020.2451358203641
18,699.8619591372501
84,811.9429313937433
33,685.6165864536467
44,727.5918627250668
22,836.2615332907726
