workerId,betaStay,thetaStay,eta,decay,betaSwitch,betaTest,thetaTest,epsilon,kChoice,wl,wh,negllh
17,11.412822555027518,0.6183478045034704,0.11048079312886068,0.017909088253155275,16.38181742368198,6.15370088928238,-33.454529106622765,1e-06,-22.837470362574027,0.3742254813220649,0.3199669312634659,1136.1019071293222
99,15.524649014780724,0.5197765674865421,0.11012275028175716,0.3648891429524295,20.24271062538543,87.95077363051749,-0.03218414068753711,1e-06,2.2785390404299717,0.0,947.1514876946292,501.4855323996417
40,12.822954907111251,0.4488490356123052,0.06589472225495492,0.5367163554906634,22.525265561422554,7.577385327085039,-56.23396035549803,1e-06,-218.45638494539256,0.0,0.0,681.2326592939669
28,13.616420141925602,0.5345558917098547,0.10420444559696028,0.6820131782909596,23.439646143116303,14.245199195368727,0.013895349040519532,1e-06,-5.407895236389956,0.5180289981509152,0.30802220738469743,580.3032598646041
97,6.284200615072972,0.40707423568927625,0.1338845601400693,0.6213089369245525,30.803239959128675,12.065407220037553,0.24499236221784465,0.004129536229740961,-4.016825916879206,2.8647639564817764,0.0010621045054075675,558.1753842966909
80,10.32007351859543,0.4499477097716349,0.13442053277540342,0.8180297848812347,22.139291582506317,1.7165997560769812,-2.209059751690869,0.0019747609644437773,-5.805739020971168,4.001819811599152,0.02167052056256373,634.6350065774916
26,11.537523397867556,0.5719692140997166,0.1157260152971508,0.6955301597758228,28.60828939513593,15.3262930362028,0.02263354855272024,0.019041699018975275,-4.452244127782284,1.6511961683061107,1.7223372774389154e-07,835.9671211846156
48,10.697130967194251,0.427807163420197,0.08225482938353315,0.5735296283571804,17.862190242730772,11.838058156387586,-0.34431463790830585,0.01152890736584684,-94.75272054822449,0.0,1.9013042634267685,651.1884673288152
37,9.800688423828474,0.5006531380374452,0.1164909982875097,0.6774861729722472,22.18820509425584,12.393009591774108,0.03983935770551888,0.006166624916289172,-7.007743504735199,1.0258877892473164,0.016138583930045566,654.3289787451707
61,9.955513483134016,0.4955498577223156,0.1360629954203995,0.4792670662572594,21.68056471853911,5.560313909558978,-4.712339359244119,0.01523888593814296,-5.179698240534388,3.0907772189141807,0.0058496262596032895,790.4039297078991
13,7.673547945816793,0.4038860939681535,0.06693218704439488,0.4999362129414046,17.872523607096614,5.580119597910493,-57.05529805809145,1e-06,14.832096692735465,0.11601483692861525,0.1824869466099016,852.4406380416267
42,12.959989006816599,0.5420640297120687,0.09532311441981517,0.4647860969421883,29.009301338508955,8.7507544232962,-0.19484053240036425,1e-06,2.3876003177371983,0.4341720241057377,0.0009559881351492561,916.282237711252
85,12.151686820890975,0.5327086523464927,0.10551565734690926,0.7313460810703953,25.922683246719192,17.183960241508643,0.06272357653286524,1e-06,-4.510341479022394,2.2103825647384414,0.017732974764116696,731.3538729631229
27,12.188220684845641,0.5059082361968144,0.0515684887233353,0.5081805123353398,33.646158523533614,6.449743390639823,-0.7092618485053169,1e-06,-31.401098022756482,0.7250498269597733,0.05273058792083191,740.5232599073167
81,9.692650353809157,0.4899031229737687,0.12161134925394053,0.786393476100878,17.243171885899013,8.5562008371238,-5.603302444365717,1e-06,-5.521630082180175,0.0,0.12135294275740854,666.0340544912433
25,8.013868274828447,0.4901295615731331,0.08306842241709744,0.8544760788667489,21.39002359867049,8.557810461187282,-2.476803797946292,0.0530150962840883,-5.930084203039957,3.1907264915279465,0.0,931.1367170304563
75,9.600841172841946,0.4532159225416532,0.08484438154751092,0.5976594306077324,34.130082733611694,19.475154277124872,0.02644854017500339,1e-06,-5.2547723440547855,3.98765993977943,0.0,592.4057596762489
31,23.783367828516173,0.4494058534617858,0.07363345971234815,0.16886223583018706,27.882916612746843,7.933775446917576,-0.44045675551635705,0.00246500694107705,6.619907686573414,0.0,1080.309560145315,395.9108365325045
66,11.30074390449708,0.4921758144742672,0.10819630993983767,0.7253347981445298,24.470675139303626,5.479761348288371,-12.525944853028333,1e-06,-4.792541418121842,7.847234395642282,0.0,720.1258233834012
24,10.503890264693727,0.4647712398055904,0.08407306167936378,0.7815810994560374,31.97924460096292,1590.3686705397247,0.000747356244321525,1e-06,-13.697824893052626,3.306336351511701,0.00021992047928818585,496.76294562864257
98,8.315561816806941,0.5580828647933498,0.1247001410216675,0.6517073115240063,10.600233736357604,149.8514078911365,-0.025416310905294903,1e-06,-4.996501714125967,0.0,2.393631145305648,1018.2737701136103
79,8.424447821685167,0.5101261408763662,0.1077322584918468,0.6472981640407355,16.556729849622982,7.645265323217199,0.053079678402104966,1e-06,-11849.295864431873,0.0,3188.8242189418315,654.040119958926
32,7.994061475010048,0.4930529268053218,0.09261088424056386,0.7110277159518954,37.21121855843554,11.738238670443163,-0.07673942411791172,1e-06,-32.79814160681552,9.511480859473822,0.0,654.8765987177394
77,7.445990198678053,0.3418563858327004,0.09399932199589328,0.6844500342123779,35.764129238458366,25.80753012319983,0.15849331317930412,0.0022750439862710605,-6.183287282765582,1.285615755938638,0.03830276337846387,356.56750359321535
15,16.300216167367196,0.6432814697592708,0.13914708512002294,0.5645189508891211,27.139100181135944,152.1833754320261,-0.025574756752326087,1e-06,-7.664190991296352,3.1793591158833303,0.18048377411735425,803.5650493094857
36,12.143684133817024,0.3744925144980885,0.08258240142998936,0.0,39.065929911168425,0.7709943764864341,-4.4938692352968586,1e-06,9.396350022926814,0.011868846442601135,32.95375597165606,388.6920550916268
90,4.946226098910594,0.32419036797890416,0.09843809855383936,0.7137252347260952,26.623129147031822,46.10135452274882,0.07036586788738486,0.023608552864663814,-7.060262045623963,3.054549624636841,0.0,673.9182859056638
3,9.867369508011603,0.5015681899844021,0.03995784167167577,0.8569520391992965,30.479273584678964,4.61127324472982,-140.5673588590575,0.005136036980637975,4.553247503141738,0.2268839280232597,0.34989064369113754,829.6382957701874
57,3.8684316991327568,0.46336698058343,0.07574687102012566,0.6285754506182324,13.731199870721493,10.56403196305209,-118.08970423134586,1e-06,-29.728249970745182,0.0691173263199262,1.9821001363018889,1084.1588555202393
87,14.014036980419455,0.5459937095522654,0.09914663364271298,0.8060167002521155,20.76172851167166,32.27597472344091,0.09202801473538376,0.0042260808914090855,-5.728192011216537,1.1037985203223124,0.002567383452491383,534.7168288617406
54,14.960447130948904,0.5948393019795922,0.05675173760555264,0.0,23.199865835044502,0.12707903774348794,-992.4218567208659,0.004432163926424871,25.959610038498486,0.0,2055.694203416236,708.7174861495973
2,5.7613888912300935,0.5691620466836594,0.07246418387895491,0.8603668520475747,14.517182286784088,28.43488574772884,-0.012432641920313715,0.005807973632563353,-5.220870367446349,2.0296648520536995,0.8549266241901682,1229.097394656226
96,10.443572056072028,0.4840365369366677,0.08250353505710202,0.7940984378617488,42.17909961933249,9.793070021423775,-0.3937309803558491,1e-06,-90.44022349026692,4.914942852616291,0.0,574.0756520129332
67,4.662830874552002,0.384236836561568,0.047048102164265436,0.6092467451987483,15.22824128252708,8.072735011898066,-3.8567446776376086,1e-06,-5.817240158576957,0.287550329373396,0.1867445709204252,960.4236663379628
105,13.900791795151944,0.51368356578485,0.002331233990559165,0.08733383063417392,369.65086725815047,8.569459943479174,-1.2076029378638116,1e-06,4.625330119154718,0.10338025773249604,0.5560550638533244,827.1138080924702
29,5.401117849522136,0.5025932858597569,0.11958258908743245,0.4421185456371578,11.251842731922412,13.877802816535294,-0.023562720003058108,1e-06,-2.514542887220166,0.5130795496090498,1.3858575362056629,1321.1867229298061
59,12.093610145919065,0.6138599937222817,0.11717610408962725,0.4679998848661285,16.0643797056985,4.705742475164697,-8.221848364377761,0.002366394739982785,-7.443870639180433,0.6660391154905114,0.0019052653980842485,1035.2490098663666
20,8.030590761113418,0.4608596670325268,0.08678100257113118,0.6676264889440775,21.066214936717838,12.58856844904652,-0.10579539990007902,0.017951314353702646,-7.805922432107314,3.4911142671598347,0.0,829.1166030854283
39,12.080726304158988,0.5578031389002428,0.07066378882040578,0.7134698516634936,15.03782189393904,9.246526713294488,-7.0283216505582535,1e-06,8.900928970443047,0.0,0.11588695731154475,1117.146328979165
103,21.009697056237574,0.4457420740115775,0.05247631882297345,0.274024374618911,27.69992486524581,0.09374146871663304,-188.38659849401267,0.004952203876779265,76.88210220552105,0.003757032097630632,1413.2909472725269,416.24088739600387
7,11.814717380795825,0.5183375917028397,0.0659177566942126,0.7885561242343522,22.095995663016115,8.934539960949829,-5.431089325182698,1e-06,-6.1856651704161525,0.8194850245031122,0.0,783.8739818142199
12,18.652583835959128,0.4863083247353136,0.06092404403273531,0.5685093434305744,32.046616725339874,6.014400533924785,-5.877906735687161,0.028845803515015124,-6.3475405227623725,0.1898814275708249,0.05639069478769108,712.9630462564528
82,10.994854465774504,0.4674539798390746,0.11107365680786578,0.5890605983245538,15.32564746890474,11.586037339324,-327.2121735416542,0.00045185626014067413,-116.64670932471005,0.0,1.338597967558751,728.0276880274777
16,9.076029409467198,0.4999260638594584,0.12497302890189653,0.17796656807407674,15.189993426925875,7.986756763504393,-12.011356209302768,0.0062407022643241605,-60.84652973833804,0.13838183684105165,0.2970278909281657,899.5097218545199
62,7.088415173959534,0.589636498143714,0.08316875226103518,0.8223178482742952,9.671495843956805,6.188080028108914,-0.06089111363337245,0.057725980348463775,-31.64247023285648,2.399465269538461,0.004433267516240231,1341.9296367175825
35,9.680096545400524,0.5064673953534348,0.10741385658070154,0.7069399764657848,34.7589658431502,9.803805029927751,-2.653009222816588,0.008788718071452577,-4.210593245709832,2.4052812010750095,0.005120477063520578,725.1210002273365
