workerId,betaStay,thetaStay,epsilon,wl,wh,negllh
17,11.82483412745638,0.5935865776885102,0.036819960569468214,0.7603532837793042,1.2601665082655045,1343.5640338934254
99,19.30507495182791,0.527102685493419,0.014694283818087472,0.0,4783.07878585225,603.1063376833872
40,13.129210024570199,0.446616979147411,0.003979109985388643,1.2537668975185208,0.7835351934150127,849.2976780270365
28,17.947212571421748,0.5073853580424039,0.08994891038235217,0.0,0.2305455923236089,856.1598188520302
97,6.638686486059259,0.2356003802807344,0.2937037150915225,0.03796176010715615,0.0,1240.8843794228478
80,11.769028135344215,0.4513831782743956,0.032689861069221934,2.9729676396335467,0.1116687136774034,799.0943284646196
26,12.371702741412125,0.52523556978848,0.14468362744384705,1.7639922694850048,0.5134092951886478,1262.497811504964
48,11.532922575749106,0.42563059665288544,0.025206838988196832,0.3694079432139357,1081.1692115267588,730.7513437028941
37,11.31770717878454,0.4692250439595342,0.1384257878292635,0.03856097472648664,0.0,1058.521883330352
61,11.566848314883089,0.4784703704964106,0.06333250263214753,1.3145148229768349,0.01549390959405994,964.0810048559523
13,8.657146470979187,0.5450666388126699,0.034028458131906504,0.0,3749.937062316927,1157.5775279290406
42,8.801726260403154,0.5647856401234572,0.08527170448602951,0.0,4751.39430310759,1293.937043467538
85,14.781014222576554,0.5228591538991468,0.14111994232912553,2.321553174276402,0.3330622432908838,1210.1015541117383
27,12.682989926979678,0.4923029906974827,0.016658000353546105,0.0,0.010249104361044307,891.952172456388
81,9.437145183502924,0.4890945475985744,0.005811619780269518,0.0,0.3527540160267704,856.4766454767166
25,7.958792720047816,0.4990236785434456,0.03502967477683625,2.9809416202672927,0.1039033680311694,1087.408437012352
75,11.694154856800134,0.4363696710580677,0.1142210138080309,1.361188876432009,0.018737269734810845,985.9529554817532
31,26.25750892089579,0.4476354958533367,0.008135863043843852,0.0,6530.295333918113,443.27102486158515
66,12.39193113656163,0.4759736096979377,0.0554174734175023,2448.4091667773155,0.15998749930671746,924.3458780506767
