workerId,betaStay,thetaStay,eta,decay,betaSwitch,epsilon,wl,wh,negllh
17,11.412618165955115,0.6183434400808103,0.1104767344809422,0.017900903975881073,16.38204128016524,1e-06,0.3742109661630659,0.3199550143998213,1136.1019069669142
99,15.876179490167742,0.5250063202633554,0.09583949169611798,0.3595765729225354,18.95479346815883,1e-06,0.0,4974.736393461065,523.5997062137841
40,12.822943240958613,0.4488489991113173,0.06589499273784354,0.5367174613102902,22.525169280668486,1e-06,0.0,0.0,681.2326592936909
28,17.269294974586195,0.518103308523593,0.10809931728609797,0.7040122687124917,23.906789938059763,0.08232368639187577,0.4484876584023471,0.3727294875188966,748.9844715401912
97,7.269823472453089,0.36401027385443935,0.09253264177401543,0.4164411027591711,55.18862740409256,0.2677612146508655,5.3513692987031565,0.002442554211711227,1138.1134072064144
80,10.429997879124675,0.4543996485974025,0.13515072823021854,0.8034148519273351,22.91853388973493,0.021269618460718925,4.255153456539228,0.02206887652880429,664.7804669905449
26,11.618912280871086,0.5577174107643984,0.12091447506800825,0.6820026750490503,28.78104822539748,0.10901008340062596,1.7263516010377842,0.000746612023734499,985.4847998950833
48,10.738701289530024,0.42648408842310187,0.08350865209571179,0.6002269839683435,17.725842764581778,0.014537510407063144,0.0,1.9210209315590687,653.8503783547976
37,11.362720685224676,0.4953592392397761,0.1223456910118451,0.6680437695835351,23.38861710354444,0.11760538362627145,1.1743621796435963,0.012951398310791892,909.7690842719555
61,9.703418282851958,0.5023432613550295,0.14125753017545178,0.4124007351277155,20.96861431928947,0.02295801961355508,2.9858261478653523,0.006559378160962507,796.8156760159904
13,7.01806989124164,0.5656854871287785,0.08238615223630633,0.15567440078805667,16.061332123055866,1e-06,0.0,5811.170536842564,980.0801271392777
42,7.396213460281541,0.6330550608347294,0.054513011284619516,0.4962399278660205,18.843606196665203,1e-06,0.0,6445.8865847451525,1034.6150338532984
85,12.850327489374544,0.5317955285288906,0.1206984849280218,0.7340586868185611,25.42384767729342,0.12098357476785712,2.16590224512776,0.012598190127102796,1001.3319806836304
27,12.182555180343805,0.5050589872507679,0.051320280708722035,0.5098449605518856,33.831188590950944,0.003142888138725874,0.7267543064025718,0.051709726597145934,745.318306343128
81,9.425368554125123,0.4946975357584428,0.12136517728274715,0.7879214839686844,17.232419166985814,1e-06,0.0,0.1372340964327186,666.4099602776572
25,8.017361407415867,0.4918920695475452,0.08394455443039912,0.8601511094325563,20.563386724720022,0.05674731878182941,2.9414876150455247,5.177798963499527e-05,932.2349863428328
75,11.048121225943039,0.4491139487072111,0.08973806969196613,0.5680123566102822,36.305068523675374,0.09692571994299597,4.582640042804644,0.0,813.5334734837891
31,23.339406346156238,0.4493180945963931,0.06991230966525347,0.14783987176629873,26.73925151617197,0.00311435667902177,0.0,6104.430560284504,408.7220093033736
66,10.917808405568984,0.49776988288591495,0.10253681396656028,0.7145800808011942,24.81655997918602,0.022750560399902284,5.924021585980077,1.467545111677533e-05,746.9563995254475
24,14.677380764010275,0.4713698675611325,0.0818244701232462,0.7355946649668131,43.34323261393956,0.10042974005673322,6.080202847883966,0.0,753.0688504114079
